State,Stations,Time Frame,Year,State Trend Sign,Table Name,Dynamic State Trend,Max State Year,Min State Year,Raw Data,State Data,State Non-Null Years,State Trend Magnitude,State Trends
NC,,Summer (JJA),2009,+,StateAvgTv2.txt,0.04,2020,1980,75.9,75.90,2009,0.037,0.036753775
NC,,Summer (JJA),1994,+,StateAvgTv2.txt,0.04,2020,1980,75.7,75.70,1994,0.037,0.036753775
NC,,Summer (JJA),2018,+,StateAvgTv2.txt,0.04,2020,1980,77.1,77.10,2018,0.037,0.036753775
NC,,Summer (JJA),1997,+,StateAvgTv2.txt,0.04,2020,1980,74,74.00,1997,0.037,0.036753775
NC,,Summer (JJA),1982,+,StateAvgTv2.txt,0.04,2020,1980,74.533333333,74.53,1982,0.037,0.036753775
NC,,Summer (JJA),2014,+,StateAvgTv2.txt,0.04,2020,1980,75.066666667,75.07,2014,0.037,0.036753775
NC,,Summer (JJA),2019,+,StateAvgTv2.txt,0.04,2020,1980,76.733333333,76.73,2019,0.037,0.036753775
NC,,Summer (JJA),2000,+,StateAvgTv2.txt,0.04,2020,1980,75.133333333,75.13,2000,0.037,0.036753775
NC,,Summer (JJA),1999,+,StateAvgTv2.txt,0.04,2020,1980,76.266666667,76.27,1999,0.037,0.036753775
NC,,Summer (JJA),2016,+,StateAvgTv2.txt,0.04,2020,1980,78.2,78.20,2016,0.037,0.036753775
NC,,Summer (JJA),2010,+,StateAvgTv2.txt,0.04,2020,1980,78.933333333,78.93,2010,0.037,0.036753775
NC,,Summer (JJA),1987,+,StateAvgTv2.txt,0.04,2020,1980,77.133333333,77.13,1987,0.037,0.036753775
NC,,Summer (JJA),2017,+,StateAvgTv2.txt,0.04,2020,1980,76.1,76.10,2017,0.037,0.036753775
NC,,Summer (JJA),1990,+,StateAvgTv2.txt,0.04,2020,1980,76.066666667,76.07,1990,0.037,0.036753775
NC,,Summer (JJA),2011,+,StateAvgTv2.txt,0.04,2020,1980,78.233333333,78.23,2011,0.037,0.036753775
NC,,Summer (JJA),1993,+,StateAvgTv2.txt,0.04,2020,1980,77.133333333,77.13,1993,0.037,0.036753775
NC,,Summer (JJA),1996,+,StateAvgTv2.txt,0.04,2020,1980,74.933333333,74.93,1996,0.037,0.036753775
NC,,Summer (JJA),2012,+,StateAvgTv2.txt,0.04,2020,1980,76.066666667,76.07,2012,0.037,0.036753775
NC,,Summer (JJA),1980,+,StateAvgTv2.txt,0.04,2020,1980,76.133333333,76.13,1980,0.037,0.036753775
NC,,Summer (JJA),2005,+,StateAvgTv2.txt,0.04,2020,1980,76.933333333,76.93,2005,0.037,0.036753775
NC,,Summer (JJA),1983,+,StateAvgTv2.txt,0.04,2020,1980,75.866666667,75.87,1983,0.037,0.036753775
NC,,Summer (JJA),1991,+,StateAvgTv2.txt,0.04,2020,1980,76.2,76.20,1991,0.037,0.036753775
NC,,Summer (JJA),2003,+,StateAvgTv2.txt,0.04,2020,1980,75.466666667,75.47,2003,0.037,0.036753775
NC,,Summer (JJA),1992,+,StateAvgTv2.txt,0.04,2020,1980,74.2,74.20,1992,0.037,0.036753775
NC,,Summer (JJA),2015,+,StateAvgTv2.txt,0.04,2020,1980,77.3,77.30,2015,0.037,0.036753775
NC,,Summer (JJA),2004,+,StateAvgTv2.txt,0.04,2020,1980,75.2,75.20,2004,0.037,0.036753775
NC,,Summer (JJA),1984,+,StateAvgTv2.txt,0.04,2020,1980,74.933333333,74.93,1984,0.037,0.036753775
NC,,Summer (JJA),2020,+,StateAvgTv2.txt,0.04,2020,1980,76.8,76.80,2020,0.037,0.036753775
NC,,Summer (JJA),1998,+,StateAvgTv2.txt,0.04,2020,1980,76.9,76.90,1998,0.037,0.036753775
NC,,Summer (JJA),1988,+,StateAvgTv2.txt,0.04,2020,1980,75.7,75.70,1988,0.037,0.036753775
NC,,Summer (JJA),2019,+,StateAvgMinT.txt,0.04,2020,1980,66.5,,,0.037,0.036753775
NC,,Summer (JJA),2019,+,StateAvgMaxT.txt,0.04,2020,1980,86.966666667,,,0.037,0.036753775
NC,,Summer (JJA),2007,+,StateAvgMinT.txt,0.04,2020,1980,65.533333333,,,0.037,0.036753775
NC,,Summer (JJA),2007,+,StateAvgMaxT.txt,0.04,2020,1980,88.166666667,,,0.037,0.036753775
NC,,Summer (JJA),1985,+,StateAvgMinT.txt,0.04,2020,1980,64.233333333,,,0.037,0.036753775
NC,,Summer (JJA),1985,+,StateAvgMaxT.txt,0.04,2020,1980,84.966666667,,,0.037,0.036753775
NC,,Summer (JJA),2006,+,StateAvgMinT.txt,0.04,2020,1980,65.933333333,,,0.037,0.036753775
NC,,Summer (JJA),2006,+,StateAvgMaxT.txt,0.04,2020,1980,86.7,,,0.037,0.036753775
NC,,Summer (JJA),1996,+,StateAvgMinT.txt,0.04,2020,1980,64.833333333,,,0.037,0.036753775
NC,,Summer (JJA),1996,+,StateAvgMaxT.txt,0.04,2020,1980,85.066666667,,,0.037,0.036753775
NC,,Summer (JJA),2018,+,StateAvgMinT.txt,0.04,2020,1980,67.2,,,0.037,0.036753775
NC,,Summer (JJA),2018,+,StateAvgMaxT.txt,0.04,2020,1980,87.033333333,,,0.037,0.036753775
NC,,Summer (JJA),1989,+,StateAvgMinT.txt,0.04,2020,1980,66.033333333,,,0.037,0.036753775
NC,,Summer (JJA),1989,+,StateAvgMaxT.txt,0.04,2020,1980,84.966666667,,,0.037,0.036753775
NC,,Summer (JJA),2008,+,StateAvgMinT.txt,0.04,2020,1980,65.1,,,0.037,0.036753775
NC,,Summer (JJA),2008,+,StateAvgMaxT.txt,0.04,2020,1980,87.666666667,,,0.037,0.036753775
NC,,Summer (JJA),1982,+,StateAvgMinT.txt,0.04,2020,1980,64.733333333,,,0.037,0.036753775
NC,,Summer (JJA),1982,+,StateAvgMaxT.txt,0.04,2020,1980,84.333333333,,,0.037,0.036753775
NC,,Summer (JJA),2017,+,StateAvgMinT.txt,0.04,2020,1980,66.233333333,,,0.037,0.036753775
NC,,Summer (JJA),2017,+,StateAvgMaxT.txt,0.04,2020,1980,85.966666667,,,0.037,0.036753775
NC,,Summer (JJA),2011,+,StateAvgMinT.txt,0.04,2020,1980,67.033333333,,,0.037,0.036753775
NC,,Summer (JJA),2011,+,StateAvgMaxT.txt,0.04,2020,1980,89.366666667,,,0.037,0.036753775
NC,,Summer (JJA),1992,+,StateAvgMinT.txt,0.04,2020,1980,64.6,,,0.037,0.036753775
NC,,Summer (JJA),1992,+,StateAvgMaxT.txt,0.04,2020,1980,83.766666667,,,0.037,0.036753775
NC,,Summer (JJA),2005,+,StateAvgMinT.txt,0.04,2020,1980,67.333333333,,,0.037,0.036753775
NC,,Summer (JJA),2005,+,StateAvgMaxT.txt,0.04,2020,1980,86.466666667,,,0.037,0.036753775
NC,,Summer (JJA),2014,+,StateAvgMinT.txt,0.04,2020,1980,65.2,,,0.037,0.036753775
NC,,Summer (JJA),2014,+,StateAvgMaxT.txt,0.04,2020,1980,84.933333333,,,0.037,0.036753775
NC,,Summer (JJA),2003,+,StateAvgMinT.txt,0.04,2020,1980,66.066666667,,,0.037,0.036753775
NC,,Summer (JJA),2003,+,StateAvgMaxT.txt,0.04,2020,1980,84.866666667,,,0.037,0.036753775
NC,,Summer (JJA),1987,+,StateAvgMinT.txt,0.04,2020,1980,66.4,,,0.037,0.036753775
NC,,Summer (JJA),1987,+,StateAvgMaxT.txt,0.04,2020,1980,87.8,,,0.037,0.036753775
NC,,Summer (JJA),1998,+,StateAvgMinT.txt,0.04,2020,1980,66.066666667,,,0.037,0.036753775
NC,,Summer (JJA),1998,+,StateAvgMaxT.txt,0.04,2020,1980,87.666666667,,,0.037,0.036753775
NC,,Summer (JJA),2020,+,StateAvgMinT.txt,0.04,2020,1980,67.433333333,,,0.037,0.036753775
NC,,Summer (JJA),2020,+,StateAvgMaxT.txt,0.04,2020,1980,86.166666667,,,0.037,0.036753775
NC,,Summer (JJA),1991,+,StateAvgMinT.txt,0.04,2020,1980,66.533333333,,,0.037,0.036753775
NC,,Summer (JJA),1991,+,StateAvgMaxT.txt,0.04,2020,1980,85.9,,,0.037,0.036753775
NC,,Summer (JJA),1995,+,StateAvgMinT.txt,0.04,2020,1980,66.133333333,,,0.037,0.036753775
NC,,Summer (JJA),1995,+,StateAvgMaxT.txt,0.04,2020,1980,85.9,,,0.037,0.036753775
NC,,Summer (JJA),1980,+,StateAvgMinT.txt,0.04,2020,1980,64.433333333,,,0.037,0.036753775
NC,,Summer (JJA),1980,+,StateAvgMaxT.txt,0.04,2020,1980,87.866666667,,,0.037,0.036753775
NC,,Summer (JJA),2000,+,StateAvgMinT.txt,0.04,2020,1980,64.933333333,,,0.037,0.036753775
NC,,Summer (JJA),2000,+,StateAvgMaxT.txt,0.04,2020,1980,85.266666667,,,0.037,0.036753775
NC,,Summer (JJA),2013,+,StateAvgMinT.txt,0.04,2020,1980,66.333333333,,,0.037,0.036753775
NC,,Summer (JJA),2013,+,StateAvgMaxT.txt,0.04,2020,1980,84.066666667,,,0.037,0.036753775
NC,,Summer (JJA),1994,+,StateAvgMinT.txt,0.04,2020,1980,66.066666667,,,0.037,0.036753775
NC,,Summer (JJA),1994,+,StateAvgMaxT.txt,0.04,2020,1980,85.366666667,,,0.037,0.036753775
NC,,Summer (JJA),2012,+,StateAvgMinT.txt,0.04,2020,1980,65.633333333,,,0.037,0.036753775
NC,,Summer (JJA),2012,+,StateAvgMaxT.txt,0.04,2020,1980,86.533333333,,,0.037,0.036753775
NC,,Summer (JJA),1990,+,StateAvgMinT.txt,0.04,2020,1980,65.166666667,,,0.037,0.036753775
NC,,Summer (JJA),1990,+,StateAvgMaxT.txt,0.04,2020,1980,86.866666667,,,0.037,0.036753775
NC,,Summer (JJA),2001,+,StateAvgMinT.txt,0.04,2020,1980,65.166666667,,,0.037,0.036753775
NC,,Summer (JJA),2001,+,StateAvgMaxT.txt,0.04,2020,1980,85.2,,,0.037,0.036753775
NC,,Summer (JJA),1981,+,StateAvgMinT.txt,0.04,2020,1980,65.733333333,,,0.037,0.036753775
NC,,Summer (JJA),1981,+,StateAvgMaxT.txt,0.04,2020,1980,86.2,,,0.037,0.036753775
NC,,Summer (JJA),2002,+,StateAvgMinT.txt,0.04,2020,1980,65.666666667,,,0.037,0.036753775
NC,,Summer (JJA),2002,+,StateAvgMaxT.txt,0.04,2020,1980,88.2,,,0.037,0.036753775
NC,,Summer (JJA),2015,+,StateAvgMinT.txt,0.04,2020,1980,67,,,0.037,0.036753775
NC,,Summer (JJA),2015,+,StateAvgMaxT.txt,0.04,2020,1980,87.566666667,,,0.037,0.036753775
NC,,Summer (JJA),2004,+,StateAvgMinT.txt,0.04,2020,1980,65.733333333,,,0.037,0.036753775
NC,,Summer (JJA),2004,+,StateAvgMaxT.txt,0.04,2020,1980,84.666666667,,,0.037,0.036753775
NC,,Summer (JJA),1999,+,StateAvgMinT.txt,0.04,2020,1980,65.933333333,,,0.037,0.036753775
NC,,Summer (JJA),1999,+,StateAvgMaxT.txt,0.04,2020,1980,86.6,,,0.037,0.036753775
NC,,Summer (JJA),1986,+,StateAvgMinT.txt,0.04,2020,1980,66.033333333,,,0.037,0.036753775
NC,,Summer (JJA),1986,+,StateAvgMaxT.txt,0.04,2020,1980,87.533333333,,,0.037,0.036753775
NC,,Summer (JJA),2016,+,StateAvgMinT.txt,0.04,2020,1980,67.966666667,,,0.037,0.036753775
NC,,Summer (JJA),2016,+,StateAvgMaxT.txt,0.04,2020,1980,88.5,,,0.037,0.036753775
NC,,Summer (JJA),1993,+,StateAvgMinT.txt,0.04,2020,1980,65.9,,,0.037,0.036753775
NC,,Summer (JJA),1993,+,StateAvgMaxT.txt,0.04,2020,1980,88.333333333,,,0.037,0.036753775
NC,,Summer (JJA),1983,+,StateAvgMinT.txt,0.04,2020,1980,64.166666667,,,0.037,0.036753775
NC,,Summer (JJA),1983,+,StateAvgMaxT.txt,0.04,2020,1980,87.6,,,0.037,0.036753775
NC,,Summer (JJA),2009,+,StateAvgMinT.txt,0.04,2020,1980,65.7,,,0.037,0.036753775
NC,,Summer (JJA),2009,+,StateAvgMaxT.txt,0.04,2020,1980,86.066666667,,,0.037,0.036753775
NC,,Summer (JJA),2010,+,StateAvgMinT.txt,0.04,2020,1980,68.466666667,,,0.037,0.036753775
NC,,Summer (JJA),2010,+,StateAvgMaxT.txt,0.04,2020,1980,89.3,,,0.037,0.036753775
NC,,Summer (JJA),1997,+,StateAvgMinT.txt,0.04,2020,1980,63.133333333,,,0.037,0.036753775
NC,,Summer (JJA),1997,+,StateAvgMaxT.txt,0.04,2020,1980,84.9,,,0.037,0.036753775
NC,,Summer (JJA),1984,+,StateAvgMinT.txt,0.04,2020,1980,64.7,,,0.037,0.036753775
NC,,Summer (JJA),1984,+,StateAvgMaxT.txt,0.04,2020,1980,85.166666667,,,0.037,0.036753775
NC,,Summer (JJA),1988,+,StateAvgMinT.txt,0.04,2020,1980,64.333333333,,,0.037,0.036753775
NC,,Summer (JJA),1988,+,StateAvgMaxT.txt,0.04,2020,1980,87.066666667,,,0.037,0.036753775
NC,,Summer (JJA),2013,+,StateAvgTv2.txt,0.04,2020,1980,75.233333333,75.23,2013,0.037,0.036753775
NC,,Summer (JJA),2008,+,StateAvgTv2.txt,0.04,2020,1980,76.4,76.40,2008,0.037,0.036753775
NC,,Summer (JJA),2001,+,StateAvgTv2.txt,0.04,2020,1980,75.2,75.20,2001,0.037,0.036753775
NC,,Summer (JJA),1981,+,StateAvgTv2.txt,0.04,2020,1980,75.966666667,75.97,1981,0.037,0.036753775
NC,,Summer (JJA),1989,+,StateAvgTv2.txt,0.04,2020,1980,75.5,75.50,1989,0.037,0.036753775
NC,,Summer (JJA),2007,+,StateAvgTv2.txt,0.04,2020,1980,76.833333333,76.83,2007,0.037,0.036753775
NC,,Summer (JJA),2002,+,StateAvgTv2.txt,0.04,2020,1980,76.966666667,76.97,2002,0.037,0.036753775
NC,,Summer (JJA),1986,+,StateAvgTv2.txt,0.04,2020,1980,76.8,76.80,1986,0.037,0.036753775
NC,,Summer (JJA),1995,+,StateAvgTv2.txt,0.04,2020,1980,75.966666667,75.97,1995,0.037,0.036753775
NC,,Summer (JJA),2006,+,StateAvgTv2.txt,0.04,2020,1980,76.333333333,76.33,2006,0.037,0.036753775
NC,,Summer (JJA),1985,+,StateAvgTv2.txt,0.04,2020,1980,74.6,74.60,1985,0.037,0.036753775
